,shots,shots_against,goals,goals_against,saves,assists,score,mvp,shooting_percentage,bpm,bcpm,avg_amount,amount_collected,amount_stolen,amount_collected_big,amount_stolen_big,amount_collected_small,amount_stolen_small,count_collected_big,count_stolen_big,count_collected_small,count_stolen_small,amount_overfill,amount_overfill_stolen,amount_used_while_supersonic,time_zero_boost,percent_zero_boost,time_full_boost,percent_full_boost,time_boost_0_25,time_boost_25_50,time_boost_50_75,time_boost_75_100,percent_boost_0_25,percent_boost_25_50,percent_boost_50_75,percent_boost_75_100,avg_speed,total_distance,time_supersonic_speed,time_boost_speed,time_slow_speed,time_ground,time_low_air,time_high_air,time_powerslide,count_powerslide,avg_powerslide_duration,avg_speed_percentage,percent_slow_speed,percent_boost_speed,percent_supersonic_speed,percent_ground,percent_low_air,percent_high_air,avg_distance_to_ball,avg_distance_to_ball_possession,avg_distance_to_ball_no_possession,avg_distance_to_mates,time_defensive_third,time_neutral_third,time_offensive_third,time_defensive_half,time_offensive_half,time_behind_ball,time_infront_ball,time_most_back,time_most_forward,time_closest_to_ball,time_farthest_from_ball,percent_defensive_third,percent_offensive_third,percent_neutral_third,percent_defensive_half,percent_offensive_half,percent_behind_ball,percent_infront_ball,percent_most_back,percent_most_forward,percent_closest_to_ball,percent_farthest_from_ball,inflicted,taken,player_name
2023-01-27.18.51 Player Private Win,6,5,2,0,0,3,571,False,33.333332,442,460.40558,48.69,2626,599,1769,350,857,249,23,5,78,24,557,154,375,38.8,11.337736,34.77,10.1601305,124.29,86.23,57.92,80.76,35.59278,24.693584,16.586483,23.127148,1701,571512,83.21,155.82,123.52,186.74,159.35,16.46,7.19,62,0.12,73.95652,34.069786,42.978905,22.951319,51.507374,43.95256,4.540063,2938,2960,2922,3528,145.43,119.19,97.93,207.89,154.66,272.94,89.6,117.4,117.9,94.8,150.5,40.113087,27.011448,32.875465,57.341057,42.658943,75.285484,24.714514,34.305416,34.451523,27.701479,43.97756,3,0,Vati
2023-01-27.18.51 CharlieB Private Loss,6,5,2,0,0,3,571,False,33.333332,443,460.89044,48.69,2626,599,1769,350,857,249,23,5,78,24,557,154,375,38.81,11.352602,34.87,10.200083,124.2,86.09,57.86,80.75,35.59759,24.674692,16.58355,23.144167,1701,571594,83.16,156,122.79,186.16,159.11,16.68,7.15,61,0.12,73.95652,33.924576,43.099873,22.975548,51.432518,43.95911,4.6083713,2934,2967,2899,3531,144.99,118.88,98.08,207.62,154.34,272.18,89.78,115.4,116.3,92.6,148.3,40.05802,27.097664,32.844315,57.359932,42.64007,75.19616,24.803846,33.75651,34.019775,27.087112,43.380333,3,0,Vati
EU C KC vs VRTG G1,6,5,2,0,0,3,571,False,33.333332,443,460.56708,48.69,2626,599,1769,350,857,249,23,5,78,24,557,154,375,38.87,11.362175,34.89,10.198772,124.3,85.99,57.84,80.82,35.621147,24.642498,16.57544,23.16091,1703,571519,83.03,155.78,123.5,186.46,159.38,16.47,7.18,61,0.12,74.04348,34.08683,42.99633,22.91684,51.46421,43.98995,4.5458302,2937,2974,2900,3531,145.3,119.08,97.93,207.85,154.46,272.48,89.83,115.6,115.9,92.3,149.3,40.10378,27.029339,32.866882,57.368,42.632004,75.20632,24.793686,33.79129,33.878983,26.980415,43.64221,3,0,Vati
2023-01-27.18.43 Player Private Loss,0,0,0,0,0,0,22,False,0,479,485.04446,49.54,100,0,100,0,0,0,1,0,0,0,0,0,16,3.44,27.809216,0.49,3.9611964,0.9,6.4,1.01,3.92,7.358953,52.330334,8.258381,32.05233,1935,20304,5.67,3.33,3.23,6.26,5.97,0,0.24,2,0.12,84.13043,26.410467,27.228128,46.36141,51.18561,48.814392,0,1595,3585,1420,2939,8.1,4.13,0,9.97,2.26,9.1,3.13,10.4,1.9,7.8,4.5,66.23058,0,33.769417,81.52084,18.479149,74.407196,25.592804,84.07437,15.359741,63.055782,36.378334,0,0,Vati
2023-01-27.18.43 CharlieB Private Win,0,0,0,0,0,0,22,False,0,478,484.65265,49.54,100,0,100,0,0,0,1,0,0,0,0,0,16,3.4,27.463652,0.53,4.2810984,0.94,6.38,1,3.93,7.6734695,52.081635,8.163265,32.081635,1942,20496,5.67,3.44,3.2,6.23,6.07,0,0.27,2,0.13,84.434784,25.995125,27.94476,46.060112,50.650406,49.349594,0,1568,3581,1394,2980,8.17,4.13,0,10.1,2.2,9.17,3.13,10.5,1.9,8,4.4,66.42276,0,33.577236,82.11382,17.886179,74.55284,25.447155,84.81422,15.347334,64.62035,35.541195,0,0,Vati
EU Q KC vs VIT G6 2023-01-27.19.43,0,0,0,0,0,0,22,False,0,478,484.65265,49.54,100,0,100,0,0,0,1,0,0,0,0,0,16,3.4,27.463652,0.53,4.2810984,0.93,6.38,1,3.93,7.598039,52.124184,8.169935,32.107845,1981,20495,5.67,3.43,3.19,6.28,6.01,0,0.27,2,0.13,86.13043,25.956062,27.908869,46.13507,51.09845,48.901543,0,1561,3638,1416,2966,8.16,4.13,0,10.09,2.2,9.16,3.13,10.4,1.9,7.9,4.4,66.39545,0,33.604557,82.099266,17.900732,74.53214,25.46786,84.00646,15.347334,63.8126,35.541195,0,0,Vati
EU Q KC vs VIT G5 2023-01-27.19.25,1,3,0,1,0,0,118,False,0,411,436.3182,57.16,2269,771,1417,477,852,294,17,5,75,28,326,49,336,27.49,8.810333,38.64,12.383822,88.71,57.04,66.75,100.58,28.33461,18.218985,21.320429,32.125973,1610,494335,60.29,135.51,119.04,177.79,118.35,18.7,6.95,63,0.11,70,37.80968,43.04091,19.14941,56.469955,37.590523,5.939525,2663,2503,2880,3560,123.4,122.93,68.51,185.51,129.33,228.91,85.93,113.5,115,109.5,113.3,39.19451,21.76026,39.04523,58.921993,41.078007,72.70677,27.293228,36.375874,36.856613,35.093906,36.311775,0,1,Vati
EU Q KC vs VIT G4 2023-01-27.19.19,6,5,2,0,1,0,440,True,33.333332,372,377.47595,48.32,2001,810,1245,500,756,310,13,5,58,22,92,10,141,40.46,12.72087,37.37,11.749355,114.72,47.13,49.25,106.09,36.167595,14.858602,15.526971,33.44683,1482,457557,45.06,123.96,151.43,150.13,146.14,24.18,7.26,57,0.13,64.434784,47.25542,38.683105,14.061477,46.84974,45.604618,7.5456386,2812,2769,2870,3678,122.25,104.17,94.03,172.58,147.87,233.37,87.08,107,123.5,102.6,117.9,38.149475,29.343111,32.507412,53.855515,46.14448,72.825714,27.174286,33.641453,38.82915,32.258064,37.068478,2,2,Vati
EU Q KC vs VIT G3 2023-01-27.19.12,3,7,1,3,1,0,334,False,33.333332,437,440.311,51.65,2454,669,1660,363,794,306,20,4,71,27,382,49,312,42.26,12.63756,38.83,11.611843,105.84,56.51,60,117.04,31.185364,16.650461,17.678778,34.4854,1647,532092,73.2,141.5,130.91,164.29,155.3,26.03,6.19,58,0.11,71.608696,37.877956,40.942104,21.179943,47.534866,44.933743,7.531393,2633,2397,2883,3640,136.9,130.37,78.34,208.86,136.75,250.55,95.07,100.8,115.2,123.3,113,39.611122,22.667168,37.72171,60.43228,39.567722,72.49291,27.50709,30.143541,34.44976,36.87201,33.791866,1,2,Vati
EU Q KC vs VIT G2 2023-01-27.19.04,4,6,0,0,1,0,275,True,0,375,375.66385,48.28,2016,349,1171,211,845,138,15,3,72,14,194,20,344,32.86,10.205286,39.93,12.401007,100.68,73.49,59.32,88.12,31.304998,22.850658,18.4447,27.399647,1539,487258,55.89,128.58,140.27,170.3,134.51,19.93,7.91,67,0.12,66.91304,43.194557,39.594753,17.210691,52.441956,41.420826,6.1372175,2624,2415,2850,3451,169.73,89.44,65.57,219.36,105.38,224.47,100.27,110.2,94.4,104.8,98.9,52.26643,20.191538,27.542034,67.54942,32.450577,69.12299,30.87701,34.224667,29.317682,32.547596,30.71524,2,1,Vati
EU Q KC vs VIT G1 2023-01-27.18.58,0,12,0,2,3,0,367,False,0,411,362.63422,48.27,1908,212,1278,0,630,212,14,0,57,19,141,0,244,25.47,8.068042,27.88,8.831449,89.92,72.71,46.9,84.87,30.543478,24.697691,15.930707,28.828125,1533,470637,61.52,114.22,142.47,150.14,136.7,31.37,6.71,58,0.12,66.652176,44.77232,35.894535,19.333145,47.18268,42.959053,9.85827,2691,2492,2950,3384,180.06,77.99,60.16,225.34,92.88,237,81.22,131,86,91.5,131.4,56.585274,18.905754,24.508972,70.812645,29.187355,74.476776,25.523222,41.496403,27.241915,28.984129,41.623108,0,2,Vati
EU K MST vs SLY G6 2023-01-27.18.51,0,1,1,0,0,0,130,False,0,432,488.66113,50.97,747,199,684,187,63,12,7,2,6,1,17,12,46,19.7,21.478415,14.03,15.296555,23.99,13.19,15.66,38.5,26.264507,14.440553,17.144735,42.15021,1714,155085,25.98,38.86,34.29,37.78,55.77,5.58,1.98,14,0.14,74.521736,34.59094,39.201046,26.208008,38.11157,56.259453,5.6289716,2677,2602,2682,3605,25.93,33.63,39.57,41.08,58.05,60.05,39.08,27.9,44.2,32.5,29.6,26.15757,39.91728,33.925148,41.44053,58.559464,60.57702,39.42298,30.418665,48.190144,35.43393,32.272133,0,0,Vati
EU I KC vs SQ G5 2023-01-27.17.28,1,5,1,0,1,1,459,False,100,410,398.88107,48.41,2234,531,1602,291,632,240,19,3,55,21,309,8,202,60.2,17.914534,44.7,13.301988,115.44,67.82,47.61,106.62,34.205456,20.09541,14.107083,31.592045,1569,518616,70.93,126.74,151.18,157.38,154.43,37.03,5.52,51,0.11,68.21739,43.336678,36.330803,20.332523,45.11524,44.269577,10.615182,2767,2615,3022,3716,121.47,125.16,102.2,179.27,169.57,245.36,103.48,112.9,131.5,112.3,122.7,34.822117,29.297937,35.87994,51.39032,48.609673,70.33597,29.66403,33.59719,39.132244,33.41864,36.513508,0,0,Vati
EU I KC vs SQ G4 2023-01-27.17.21,5,11,1,3,2,0,453,False,20,415,448.2188,47.49,2529,688,1876,492,653,196,24,6,59,17,373,23,235,48.84,14.426655,38.4,11.342826,131.43,65.05,57.08,88.61,38.410732,19.01102,16.681767,25.896486,1629,532536,73.23,141.6,134.95,168.99,165.86,14.93,6.27,56,0.11,70.82609,38.581394,40.482594,20.936018,48.313225,47.418377,4.2683973,2950,2795,3069,3644,149.41,126.08,74.28,214.91,134.86,248.18,101.59,111.7,126.9,112.2,143.1,42.71664,21.23681,36.046543,61.44323,38.556763,70.9552,29.044802,32.99462,37.48449,33.142315,42.26975,1,2,Vati
EU I KC vs SQ G3 2023-01-27.17.13,3,10,1,3,2,1,518,False,33.333332,439,461.1064,51.94,3284,975,2441,669,843,306,28,7,69,20,410,36,359,56.11,13.130674,50.89,11.909108,120.22,108.66,77.67,130.71,27.493938,24.850203,17.762886,29.892971,1574,656739,81.69,176.52,183.66,201.26,201.56,39.05,7.26,70,0.1,68.434784,41.564262,39.948402,18.487339,45.547333,45.615227,8.837441,2654,2445,2882,3451,186.21,161.05,94.61,263.67,178.19,304.23,137.64,114.9,191.7,155.7,149,42.141354,21.411276,36.447372,59.67275,40.32725,68.85057,31.149433,26.888514,44.860992,36.436394,34.86848,2,1,Vati
EU I KC vs SQ G2 2023-01-27.17.04,2,8,2,3,2,0,428,False,100,395,399.45035,52.87,2374,444,1612,334,762,110,20,4,71,12,440,84,302,30.85,8.651392,54.01,15.146247,91.67,81.94,88.49,107.32,24.814573,22.180716,23.953764,29.050943,1546,535423,63.77,136.15,176.87,207.58,147.53,21.69,9.1,67,0.14,67.21739,46.94127,36.134186,16.924547,55.090237,39.153397,5.7563696,2832,2862,2820,3373,188.57,129.24,58.98,256.06,120.73,271.33,105.47,116.7,129.6,114.8,128.7,50.046444,15.653281,34.300274,67.958275,32.04172,72.00902,27.990978,32.72666,36.344265,32.193836,36.09187,1,1,Vati
EU I KC vs SQ G1 2023-01-27.16.56,0,6,0,0,4,1,497,False,0,459,485.70187,49.55,2610,532,1907,197,703,335,22,2,55,21,220,2,259,51.63,16.013273,40.44,12.5426445,117.77,66.37,57.11,86.03,35.984478,20.279274,17.44989,26.28636,1525,477646,53.62,127.29,147.51,162.37,138.37,27.7,5.39,50,0.11,66.304344,44.915047,38.7583,16.326656,49.43673,42.12946,8.433808,2763,2704,2837,3570,162.17,98.37,67.89,212.42,116.01,259.99,68.44,133.9,90.9,101.3,113.3,49.377342,20.671072,29.951588,64.67741,35.322598,79.16147,20.838535,41.52968,28.193039,31.418646,35.1405,4,1,Vati
EU I KC vs SQ G0 2023-01-27.16.48,0,0,0,0,0,0,30,False,0,480,464.67285,62.54,593,87,314,0,279,87,4,0,18,8,99,0,132,7.3,9.53376,10.9,14.23534,17,10.78,17.75,28.57,22.94197,14.547909,23.954117,38.556007,1844,136432,30.99,28.53,16.94,34.52,37.35,4.58,0.87,10,0.09,80.17391,22.155376,37.31363,40.531,45.153698,48.85546,5.990844,4060,3480,4693,4486,25.01,31.56,19.89,39.05,37.41,53.95,22.51,36,23.6,12.7,35,32.709915,26.013601,41.276485,51.072456,48.927544,70.55977,29.440231,47.015804,30.82147,16.58613,45.70981,0,0,Vati
EU A KC vs SUHH G3 2023-01-27.16.21,0,5,0,1,0,0,180,False,0,416,430.62823,50.9,2318,318,1638,189,680,129,19,2,64,12,331,13,248,48.18,14.917794,52.95,16.394712,95.56,90.1,62.02,77.07,29.425713,27.74442,19.097767,23.732101,1562,492044,60.44,124.07,147.1,162.47,145.52,23.62,6.41,45,0.14,67.91304,44.359337,37.414433,18.226229,48.9943,43.882877,7.122825,3004,2770,3279,3623,153.32,121.59,56.69,220.93,110.68,241.52,90.09,115.3,127.6,100.4,129.4,46.23643,17.095898,36.66767,66.62344,33.376556,72.83255,27.167458,35.69991,39.508312,31.08648,40.06564,0,1,Vati
EU A KC vs SUHH G2 2023-01-27.16.13,3,8,0,0,1,0,225,False,0,428,437.1404,52.06,2292,283,1542,147,750,136,19,2,66,13,425,58,360,19.57,6.2207956,49.22,15.6457615,92.44,74.95,47.28,98.03,29.56188,23.968658,15.119923,31.349535,1593,491558,62.63,123.21,131.7,167.15,134.35,16.05,7.12,63,0.11,69.26087,41.47509,38.80141,19.7235,52.637383,42.308304,5.054322,2656,2557,2744,3279,172.28,102.58,42.68,233.66,83.89,228.81,88.73,96.2,114.6,107.7,116.5,54.254585,13.440827,32.304592,73.582115,26.417889,72.05706,27.942936,30.579485,36.428368,34.235035,37.03233,1,1,Vati
EU A KC vs SUHH G1 2023-01-27.16.07,4,9,0,0,2,0,319,False,0,434,447.00464,56.16,2813,611,1878,350,935,261,24,4,83,23,554,49,457,44.05,11.666402,29.24,7.7440543,125.56,76.38,78.02,96.42,33.3599,20.29332,20.72905,25.617727,1670,621733,90.17,157.85,132.33,200.01,154.99,25.35,7.14,61,0.12,72.608696,34.79164,41.501255,23.707113,52.585777,40.749313,6.6649137,2522,2371,2574,3372,169.73,135.13,75.49,241.35,138.99,267.82,112.53,136.9,115.1,124.1,138.5,44.624687,19.84751,35.5278,63.456375,36.543617,70.41409,29.585907,36.257217,30.483606,32.867207,36.68097,1,1,Vati
EU G KC vs TL G1 2022-11-13.18.03,3,6,1,2,4,1,661,True,33.333332,457,471.1834,44.48,2732,853,1929,555,803,298,22,6,70,26,291,47,372,30.74,8.836126,35.68,10.256115,147.58,75.03,62.4,74.93,41.001278,20.84514,17.336222,20.817358,1638,560704,77.96,144.67,145.43,187.17,153.28,27.62,8.91,82,0.11,71.21739,39.51258,39.306095,21.181332,50.851738,41.644253,7.5040073,2778,2695,2889,3385,167.99,115.74,84.33,231.7,136.37,269.19,98.87,108.2,114.6,116.2,117.6,45.642014,22.912025,31.445961,62.94998,37.05002,73.137535,26.862469,31.101784,32.941444,33.40136,33.803787,0,0,Vati
EU G KC vs TL G2 2022-11-13.18.11,3,13,1,2,3,0,581,False,33.333332,458,462.4027,60.77,2881,775,2245,650,636,125,28,7,59,13,623,79,349,22.72,6.077629,49.08,13.1289625,80.58,70.09,89.48,138.32,21.290987,18.5193,23.642561,36.547153,1569,576969,62.02,154.54,166.07,218.07,142.34,22.21,9.71,90,0.11,68.21739,43.402245,40.38889,16.208872,56.993885,37.2014,5.804715,2634,2769,2495,3658,185.55,128.11,68.97,252.51,130.11,276.51,106.12,106,128.6,125.3,106.8,48.49332,18.025246,33.48143,65.99498,34.00502,72.26563,27.734364,28.355135,34.40067,33.51791,28.569138,0,1,Vati
EU G KC vs TL G3 2022-11-13.18.18,2,10,0,3,0,0,154,False,0,421,461.86795,54.45,2480,676,1900,472,580,204,23,6,54,19,432,135,376,35.41,10.991091,36.38,11.292174,73.47,64.74,77.36,106.14,22.83734,20.123714,24.046503,32.992447,1626,509215,70.59,135.4,121.83,165.7,147.36,14.75,9.06,81,0.11,70.695656,37.16369,41.303154,21.53316,50.547573,44.95287,4.4995575,2884,2496,3203,3572,136.6,122.9,68.31,205.05,122.76,197.72,130.09,99.5,135.6,106.5,118,41.670483,20.838291,37.49123,62.55148,37.44852,60.315426,39.684574,30.884314,42.08958,33.05708,36.626625,1,2,Vati
EU G KC vs TL G4 2022-11-13.18.27,2,11,0,1,4,0,451,False,0,381,397.41492,49.71,2183,490,1691,376,492,114,20,4,42,11,339,37,242,48.54,14.727836,46.76,14.187755,110.42,70.11,47.67,107.77,32.866028,20.867935,14.1887665,32.07727,1559,500782,47.48,147.15,146.33,165.28,154.17,21.52,7.99,68,0.12,67.78261,42.917057,43.157555,13.925387,48.473473,45.215122,6.3114057,2826,2442,3227,3439,180.91,104.3,55.76,236.78,104.19,278.64,62.33,130.7,102.2,121.3,120.1,53.057453,16.353344,30.589201,69.44306,30.55694,81.719795,18.2802,39.656532,31.009165,36.80442,36.44032,0,1,Vati
EU G KC vs TL G5 2022-11-13.18.34,1,8,0,2,2,1,324,False,0,391,407.8373,54.33,2196,444,1578,275,618,169,21,3,58,16,557,39,292,24.38,7.546352,47.72,14.770792,90.61,70.47,88.71,82.8,27.243752,21.188248,26.672478,24.895515,1548,494113,55.85,126.74,152.04,167.08,137.41,30.14,7.6,73,0.1,67.304344,45.435253,37.87467,16.690075,49.92977,41.063263,9.006963,2680,2555,2828,3399,150.19,111.51,72.93,207.71,126.92,238.98,95.64,98.4,98.9,107.8,99.5,44.88241,21.79422,33.32337,62.07154,37.92846,71.41833,28.581675,30.457794,30.61256,33.367382,30.798279,0,0,Vati
EU G KC vs TL G6 2022-11-13.18.44,5,10,1,2,1,0,520,False,20,423,418.76413,50.8,3297,717,2350,502,947,215,29,6,81,19,630,101,347,56.39,11.93717,62.62,13.255996,167.65,93.75,56.42,161.68,34.963505,19.551617,11.766423,33.718456,1587,743891,81.13,208.28,194.79,243.06,203.94,37.2,9.54,89,0.11,69,40.229244,43.01528,16.755472,50.198265,42.118958,7.6827755,2710,2700,2677,3503,237.07,152.96,94.17,313.22,170.98,350.4,133.79,163.1,173.4,170.7,169.9,48.96117,19.448574,31.590254,64.68814,35.311855,72.368286,27.631712,34.526558,36.70696,36.135395,35.966045,0,0,Vati
2023-01-04.18.59 Dying Private Win,1,7,0,2,0,0,140,False,0,458,471.68106,56.9,2522,929,1863,587,659,342,24,7,61,30,560,90,380,35.47,11.056389,36.9,11.502136,87.81,65.85,55.42,105.33,27.928501,20.94399,17.626665,33.500843,1623,502395,74.11,122.06,124.39,174.5,130.59,15.48,6.86,57,0.12,70.565216,38.803967,38.077114,23.118917,54.434288,40.736813,4.8288984,3038,2771,3332,3801,120.76,102.48,97.33,166.91,153.65,213.66,106.9,100.7,129.2,96,139.4,37.6704,30.361544,31.968056,52.068256,47.931744,66.65211,33.347893,31.389296,40.27306,29.924255,43.452507,2,3,Vati
2023-01-04.18.52 Dying Private Loss,4,6,1,2,1,1,384,False,25,475,526.1316,52.54,3057,906,2390,703,667,203,28,8,56,18,392,20,367,39.06,11.204177,64.14,18.398256,126.17,84.9,45.1,104.74,34.958855,23.52387,12.49619,29.021086,1660,569311,84.21,147.34,137.38,185.22,152.89,30.82,6.4,51,0.13,72.17391,37.237415,39.937115,22.825468,50.204647,41.441467,8.3538885,2761,2493,3081,3759,135.8,121.54,111.59,196,172.92,241.07,127.86,106.8,136.9,117.1,110.5,36.80915,30.246931,32.94392,53.12805,46.871952,65.34302,34.656982,30.635077,39.269115,33.58958,31.696404,0,0,Vati
2023-01-04.18.45 Dying Private Loss,1,6,0,0,1,0,190,False,0,439,470.83612,47.76,2458,668,1568,392,890,276,18,4,60,22,269,32,535,56.29,17.97082,56.62,18.076174,106.64,36.24,63.95,110.45,33.61069,11.422089,20.155699,34.811523,1619,502499,54.99,141.05,123.11,169.44,125.05,24.66,6.33,52,0.12,70.391304,38.574337,44.19552,17.230143,53.091022,39.182205,7.726774,3067,2620,3505,3911,122.92,113.47,82.77,185.99,133.16,219.36,99.79,82.8,114.9,90.3,130.9,38.5136,25.9337,35.5527,58.27667,41.723324,68.732574,31.26743,26.434248,36.68231,28.828655,41.790375,0,0,Vati
2023-01-04.18.39 Dying Private Loss,3,10,2,1,1,0,458,False,66.666664,454,457.75638,53.55,2551,374,1756,217,795,157,22,3,64,14,465,82,361,35.32,10.5631485,40.87,12.222986,109.95,52.87,60.42,115.48,32.460438,15.608763,17.837742,34.093056,1582,517315,65.28,131.92,145.79,182.41,135.2,25.39,7.46,59,0.13,68.78261,42.50561,38.461765,19.032625,53.18076,39.41691,7.4023323,2820,2670,2904,3651,143.46,139.05,60.49,213.71,129.28,226.96,116.03,113.2,113.8,104.8,116.5,41.825077,17.635569,40.53936,62.30794,37.692062,66.17103,33.828976,33.854713,34.034153,31.342525,34.841644,1,1,Vati
2023-01-04.18.31 Dying Private Loss,3,9,1,2,0,1,296,False,33.333332,449,462.19537,47.91,2652,903,1928,675,724,228,22,8,59,21,286,130,365,57.66,16.748484,44.49,12.9229965,141.87,62.32,42.2,105.32,40.33721,17.719145,11.998522,29.945126,1531,518408,73.27,116.77,174.4,179.68,164.48,20.28,7.58,67,0.11,66.565216,47.854244,32.040943,20.104818,49.303043,45.13226,5.564703,2896,2902,2899,3585,170.96,106.03,87.45,233.33,131.11,249.63,114.81,119.1,125.2,115.9,131.3,46.910328,23.99572,29.093952,64.024254,35.975742,68.49687,31.503128,34.59494,36.366806,33.66544,38.13867,1,0,Vati
2023-01-04.18.23 Dying Private Win,3,8,0,3,2,0,301,False,0,447,451.70798,56.65,2453,788,1885,581,568,207,24,7,54,19,550,118,358,39.67,12.17506,62.28,19.114264,80.18,45.88,79.48,129.97,23.897945,13.674704,23.68931,38.73804,1621,520905,69.53,137.91,130.14,155.06,163.65,18.87,5.96,53,0.11,70.478264,38.550865,40.85254,20.5966,45.93282,48.477398,5.5897865,2519,2200,2791,3596,115.4,124.65,97.53,177.22,160.36,188.45,149.13,76.5,144.2,123.2,103.7,34.18449,28.89093,36.924583,52.497185,47.50281,55.823803,44.176193,23.478502,44.25621,37.81113,31.826414,3,0,Vati
2023-01-04.18.16 Dying Private Win,4,9,1,3,1,0,304,False,25,459,444.07922,53.33,2477,875,1869,612,608,263,22,7,58,23,365,88,388,40.87,12.212029,48.21,14.405234,109.86,54.75,53.88,113.39,33.102325,16.496927,16.234783,34.165962,1518,495025,75.31,109.36,163.92,162.25,159.7,26.64,4.7,40,0.12,66,47.023724,31.372099,21.604177,46.544647,45.81313,7.6422153,2658,2519,2854,3508,149.66,93.32,105.61,190.88,157.71,216.38,132.21,96.9,132.7,102.3,118.9,42.93296,30.296337,26.770704,54.757732,45.24226,62.072918,37.92708,28.953894,39.650997,30.567423,35.527534,1,1,Vati
EU G KC vs OXG G2 2022-10-16.18.02,0,15,0,0,4,1,394,False,0,393,426.14,45.17,2316,447,1611,252,705,195,18,3,56,17,224,51,248,54.98,16.860376,44.42,13.622006,146.69,65.94,39.96,78.33,44.327938,19.926268,12.075427,23.670374,1546,496266,60.16,120.26,157.41,179.99,141.95,15.89,7.49,65,0.12,67.21739,46.59444,35.597786,17.807772,53.278275,42.018173,4.703549,2662,2608,2720,3363,194.92,99.03,43.88,248.6,89.22,235.43,102.39,103.3,133.4,117,111.5,57.697655,12.988781,29.313559,73.589485,26.410515,69.690956,30.30904,31.678371,40.90895,35.879665,34.193016,2,0,Vati
2022-11-19.00.14 Skyrix Private Win,6,8,1,4,2,1,621,False,16.666666,449,458.0777,52.2,3360,1048,2552,896,808,152,32,10,68,14,699,116,392,53.43,12.140423,70.27,15.966825,136.93,89.84,79.47,128.66,31.485397,20.657623,18.273167,29.583813,1621,686209,90.95,184.48,177.55,216.25,191.15,45.57,7.6,67,0.11,70.478264,39.19599,40.72586,20.07815,47.740467,42.19926,10.060268,2442,2218,2656,3527,219.49,140.91,92.57,297.93,155.05,335.76,117.22,146.5,163.1,203.4,105.5,48.455746,20.436232,31.10802,65.77112,34.228886,74.122475,25.877522,33.287888,37.05976,46.21677,23.971825,2,3,Vati
2022-11-19.00.14 Keotiik. Private Loss,6,8,1,4,2,1,621,False,16.666666,449,458.00278,52.27,3358,1048,2552,896,806,152,32,10,68,14,699,116,409,53.58,12.179764,70.26,15.971449,136.81,90.1,79.27,128.78,31.453468,20.714548,18.224663,29.60732,1627,686036,90.9,184.29,177.55,215.87,191.43,45.43,7.67,67,0.11,70.73913,39.21677,40.705482,20.07775,47.681843,42.28348,10.034679,2448,2213,2667,3533,219.3,140.84,92.6,298.01,154.72,335.51,117.23,147.1,164.2,204.2,105.9,48.438396,20.453241,31.108362,65.8251,34.174892,74.106544,25.893448,33.43866,37.325817,46.418587,24.073105,2,3,Vati
2022-11-19.00.05 Skyrix Private Win,5,15,0,6,3,2,450,False,0,384,467.1846,55.62,2756,362,2087,178,669,184,27,2,54,11,630,21,279,33.35,9.422234,37.97,10.727504,103.78,62.12,75.87,113.67,29.197615,17.47693,21.345375,31.980082,1589,534295,62.56,146.72,157.68,197.59,151.42,17.95,5.97,56,0.11,69.08696,42.96926,39.98256,17.04818,53.845104,41.26335,4.8915415,2736,2394,2965,3300,224.11,94.45,48.4,281.92,85.05,268.8,98.16,144.1,93.9,113.4,116.4,61.07205,13.189447,25.738499,76.823715,23.17628,73.25049,26.74951,40.711967,26.52917,32.03842,32.886,2,3,Vati
2022-11-19.00.05 Keotiik. Private Loss,5,15,0,6,3,2,450,False,0,383,466.70438,55.68,2752,362,2087,178,665,184,27,2,54,11,630,21,291,33.41,9.443189,37.72,10.661391,103.72,62.09,75.74,113.81,29.187304,17.472424,21.313599,32.02668,1584,534293,62.62,146.27,157.92,197.37,151.59,17.84,5.87,55,0.11,68.86957,43.05226,39.876232,17.071508,53.808617,41.3277,4.863686,2733,2406,2951,3301,223.92,94.57,48.32,281.79,85.02,268.37,98.44,145.5,94.5,115,117,61.045227,13.173033,25.78174,76.821785,23.178213,73.163216,26.836782,41.12493,26.710007,32.504242,33.06953,2,3,Vati
2022-11-18.23.56 Skyrix Private Win,5,8,3,3,1,1,663,True,60,428,475.19507,51.27,2781,476,2091,243,690,233,26,3,64,20,560,56,272,46.63,13.279603,62.11,17.6881,110.61,101.9,26.71,129.94,29.962618,27.603207,7.235345,35.19883,1713,588557,87.24,157.71,132.19,177.23,172.65,27.25,5.77,50,0.12,74.478264,35.050644,41.817364,23.131992,46.994404,45.77997,7.225625,2848,2813,2886,3568,164.46,124.54,88.13,229.89,147.25,260.91,116.23,103.8,141.3,136,118.5,43.608303,23.368599,33.023094,60.956142,39.043854,69.181206,30.818792,29.560858,40.240356,38.730988,33.747223,0,0,Vati
