,shots,shots_against,goals,goals_against,saves,assists,score,mvp,shooting_percentage,bpm,bcpm,avg_amount,amount_collected,amount_stolen,amount_collected_big,amount_stolen_big,amount_collected_small,amount_stolen_small,count_collected_big,count_stolen_big,count_collected_small,count_stolen_small,amount_overfill,amount_overfill_stolen,amount_used_while_supersonic,time_zero_boost,percent_zero_boost,time_full_boost,percent_full_boost,time_boost_0_25,time_boost_25_50,time_boost_50_75,time_boost_75_100,percent_boost_0_25,percent_boost_25_50,percent_boost_50_75,percent_boost_75_100,avg_speed,total_distance,time_supersonic_speed,time_boost_speed,time_slow_speed,time_ground,time_low_air,time_high_air,time_powerslide,count_powerslide,avg_powerslide_duration,avg_speed_percentage,percent_slow_speed,percent_boost_speed,percent_supersonic_speed,percent_ground,percent_low_air,percent_high_air,avg_distance_to_ball,avg_distance_to_ball_possession,avg_distance_to_ball_no_possession,avg_distance_to_mates,time_defensive_third,time_neutral_third,time_offensive_third,time_defensive_half,time_offensive_half,time_behind_ball,time_infront_ball,time_most_back,time_most_forward,goals_against_while_last_defender,time_closest_to_ball,time_farthest_from_ball,percent_defensive_third,percent_offensive_third,percent_neutral_third,percent_defensive_half,percent_offensive_half,percent_behind_ball,percent_infront_ball,percent_most_back,percent_most_forward,percent_closest_to_ball,percent_farthest_from_ball,inflicted,taken,player_name
EU P-A BDS vs GA G0 2023-02-10.19.33,0,0,0,0,0,0,0,False,0,173,228.12576,68.95,156,12,124,0,32,12,2,0,4,1,75,0,20,0,0,7.98,19.449184,0,2.54,9.35,28.71,0,6.256158,23.029558,70.71429,1421,35701,5.44,6.54,29.05,37.54,3.49,0,0.53,4,0.13,61.782608,70.80186,15.939557,13.258592,91.494026,8.505971,0,3328,4172,2765,4488,33.96,3.17,3.9,35.63,5.4,38.06,2.97,30.8,3.4,,9.4,7.7,82.76871,9.50524,7.726054,86.83889,13.1611,92.76139,7.2386055,75.067024,8.28662,22.910065,18.766756,0,0,M0nkey M00n
EU T BDS vs TUN G3 2023-02-10.18.01,3,8,2,1,3,1,633,True,66.666664,402,441.12024,49.12,2423,535,1800,359,623,176,21,4,57,15,316,40,368,49.32,14.964954,26.49,8.037746,118.16,75.21,48.82,99.6,34.570934,22.00474,14.283624,29.1407,1584,514029,58.36,141.83,143.77,190.55,126.56,26.86,5.4,47,0.11,68.86957,41.798462,41.234444,16.967089,55.397278,36.79391,7.808821,2832,2673,3063,3446,159.57,116.9,67.5,215.05,128.92,244.59,99.37,97.2,109.7,,102.5,120.4,46.390675,19.623804,33.985523,62.519985,37.48001,71.110016,28.889988,29.492975,33.285797,31.101131,36.53245,1,0,M0nkey M00n
EU T BDS vs TUN G2 2023-02-10.17.54,4,5,2,1,3,1,703,True,50,454,471.682,53.14,2579,440,1821,265,758,175,20,3,70,15,195,34,356,26.36,8.035115,20.87,6.3616414,107.76,56.04,81.44,83.66,32.763756,17.038612,24.761324,25.4363,1535,489154,48.75,139.29,148.53,179.87,129.98,26.72,4.21,40,0.11,66.73913,44.130493,41.385147,14.484357,53.44208,38.61901,7.938914,2863,2930,2780,3603,159.57,112.93,64.06,212.33,124.23,270.19,66.38,141.4,90.6,1,102.3,116,47.412056,19.033754,33.554195,63.088306,36.911694,80.277504,19.722492,43.101868,27.6169,31.183321,35.359386,1,2,M0nkey M00n
EU T BDS vs TUN G1 2023-02-10.17.47,4,3,1,1,1,0,282,False,25,432,449.05673,55.34,2416,806,1486,411,930,395,19,6,77,27,356,107,587,21.16,6.5549393,34.66,10.736966,89.5,61.8,71.12,96.61,28.053785,19.371218,22.292574,30.282415,1627,505078,67.97,123.78,133.64,209.82,98.77,16.8,5.6,46,0.12,70.73913,41.070717,38.04051,20.88878,64.48262,30.354345,5.163035,3153,3147,3158,3577,130.35,123.65,71.38,187.21,138.17,247.05,78.33,131.1,84.6,,82.7,130.6,40.060856,21.937426,38.00172,57.535805,42.464195,75.926605,24.073391,40.61213,26.207367,25.618786,40.457237,3,3,M0nkey M00n
EU K MST vs BDS G3 2023-02-10.17.13,3,6,1,0,2,0,439,True,33.333332,466,447.19073,54.19,2340,603,1683,378,657,225,18,4,65,22,130,21,247,38.56,12.28182,22.69,7.2270355,105.34,68.09,49.69,86.52,34.020153,21.990053,16.047668,27.942127,1563,489228,48.85,140.3,130.63,174.58,121.93,23.27,5.07,41,0.12,67.95652,40.84996,43.873913,15.276128,54.593784,38.129337,7.276878,2724,2470,3071,3405,138.43,101.98,79.37,192.14,127.64,248.93,70.86,130.8,100.8,,99.9,120.1,43.289135,24.82019,31.890675,60.08506,39.91494,77.84171,22.158293,41.661358,32.106003,31.819342,38.25328,2,0,M0nkey M00n
EU K MST vs BDS G2 2023-02-10.17.06,2,8,0,3,1,1,312,False,0,417,426.25018,50.79,3266,877,2292,602,974,275,28,7,91,25,547,103,530,47.11,10.247319,47.05,10.234267,163.86,106.62,87.05,109,35.123142,22.853834,18.659035,23.363983,1589,710463,88.64,180.94,207.36,280.21,172.31,24.42,8.35,78,0.11,69.08696,43.477165,37.937687,18.585146,58.751625,36.128235,5.120141,2907,2738,2998,3568,236.08,124.97,115.88,302.55,174.39,356.16,120.78,165.1,143.8,2,143.5,173.6,49.499928,24.297068,26.203007,63.435646,36.564346,74.676056,25.32394,35.912384,31.279228,31.213972,37.761295,3,2,M0nkey M00n
EU K MST vs BDS G1 2023-02-10.16.56,3,9,2,1,5,1,782,True,66.666664,450,462.94092,50.02,2590,455,1825,264,765,191,20,3,72,17,198,47,370,49.32,14.692565,23.88,7.1139183,111.68,82.41,77.97,71.69,32.488728,23.973818,22.682182,20.855272,1581,518460,56.75,146.13,144.39,190.8,142.76,13.71,7.37,58,0.13,68.73913,41.578598,42.079647,16.341751,54.94284,41.109222,3.9479368,2686,2978,2347,3432,190.86,107.35,49.07,258.25,89.03,256.46,90.82,143.9,80.6,,117.7,96.4,54.958534,14.129808,30.911657,74.363625,25.636374,73.84819,26.151808,42.868206,24.010963,35.063156,28.717827,2,1,M0nkey M00n
EU D BDS vs QUAD G4 2023-02-10.16.34,5,7,2,4,0,0,522,False,40,417,444.88046,54.13,2872,749,1920,392,952,357,22,4,86,27,312,7,452,22.57,5.826922,50.16,12.949863,107.34,76.46,90.85,121.5,27.095797,19.30077,22.933233,30.6702,1632,615094,80.55,153.91,170.48,242.86,128.76,33.32,4.84,48,0.1,70.95652,42.100063,38.0081,19.891836,59.974316,31.7973,8.228379,2814,2706,2908,3484,192.78,127.11,85.05,265.56,139.38,291.85,113.1,135.7,103.5,2,116.2,131.2,47.60705,21.00311,31.389835,65.580086,34.419914,72.070625,27.929373,35.03382,26.72071,29.999483,33.87205,1,1,M0nkey M00n
EU D QUAD vs BDS G4 2023-02-10.16.34,5,7,2,4,0,0,522,False,40,419,445.02985,54.08,2872,749,1920,392,952,357,22,4,86,27,312,7,452,22.45,5.797888,50.07,12.930968,107.36,76.83,90.99,121.34,27.075558,19.376072,22.947142,30.60123,1628,615008,80.52,153.12,170.86,242.55,128.61,33.33,5.04,47,0.11,70.78261,42.239807,37.854145,19.906057,59.9644,31.795595,8.240006,2795,2693,2882,3486,192.52,126.94,85.04,264.89,139.6,290.99,113.51,132.4,100.2,2,114.4,128.9,47.594563,21.023485,31.381952,65.487404,34.512596,71.938194,28.061804,34.19333,25.877432,29.544693,33.28943,1,1,M0nkey M00n
EU D BDS vs QUAD G3 2023-02-10.16.25,3,8,1,2,2,2,480,False,33.333332,424,456.18127,49.44,2607,500,1798,295,809,205,20,3,70,19,216,4,268,31.08,9.064131,26.78,7.8100843,107.76,94.71,76.29,74.22,30.52864,26.831547,21.613121,21.026686,1510,505683,50.71,135.92,170.85,211.43,128.09,17.95,5.72,51,0.11,65.652176,47.79288,38.021706,14.185409,59.14622,35.83238,5.021401,2661,2671,2628,3416,193.21,101.87,62.4,251.13,106.34,265.68,91.8,137.2,96.5,1,118.9,103.6,54.04778,17.45552,28.496698,70.25205,29.747952,74.320244,25.67976,40.01283,28.143135,34.675842,30.21377,3,1,M0nkey M00n
EU D QUAD vs BDS G3 2023-02-10.16.25,3,8,1,2,2,2,480,False,33.333332,424,456.04623,49.27,2606,500,1797,295,809,205,20,3,70,19,190,4,268,31.2,9.099924,26.97,7.8661847,107.69,94.54,76.37,74.29,30.51659,26.790216,21.641306,21.051886,1510,505715,50.99,135.55,170.72,211.42,127.83,18.03,5.71,51,0.11,65.652176,47.785923,37.941555,14.272518,59.174877,35.77866,5.0464625,2647,2646,2628,3411,192.88,101.89,62.51,250.74,106.54,265.79,91.48,134.8,95.3,1,117.6,101.7,53.98567,17.496082,28.51825,70.18025,29.81975,74.394714,25.605284,39.31634,27.795603,34.299717,29.662254,3,1,M0nkey M00n
EU D BDS vs QUAD G2 2023-02-10.16.16,5,12,1,5,4,0,529,False,20,385,404.79578,45.43,2369,427,1477,187,892,240,17,2,72,20,131,12,289,45.65,13.000512,16.54,4.710372,154.29,81.02,78.25,49.09,42.54515,22.341099,21.577278,13.536468,1501,510708,44.77,137.65,191.43,204.88,138.98,29.98,6.58,57,0.12,65.26087,51.205032,36.81958,11.975392,54.804195,37.176334,8.019474,2825,2936,2712,3486,201.95,102.58,69.32,253.87,119.97,289.47,84.37,152.6,103.5,,114.7,110.1,54.018993,18.542198,27.438814,67.90873,32.09127,77.43152,22.56848,43.45845,29.475422,32.66503,31.355013,1,1,M0nkey M00n
EU D QUAD vs BDS G2 2023-02-10.16.16,5,12,1,5,4,0,529,False,20,387,406.91284,45.26,2382,427,1477,187,905,240,17,2,73,20,131,12,289,45.64,12.994334,16.59,4.7234006,154.45,81.11,78.2,48.92,42.58575,22.364067,21.561707,13.488475,1498,510696,44.83,137.31,191.31,205.07,138.26,30.12,6.63,57,0.12,65.13043,51.22774,36.767975,12.004284,54.912304,37.022354,8.065336,2821,2913,2728,3490,201.52,102.65,69.28,253.45,120.01,289.27,84.18,151.2,101.7,,112.8,107.7,53.96171,18.551346,27.486948,67.86537,32.134632,77.45883,22.541172,43.048714,28.955385,32.115707,30.663666,1,1,M0nkey M00n
EU D BDS vs QUAD G1 2023-02-10.16.07,4,5,0,2,1,1,362,False,0,416,413.29324,49.54,2338,401,1397,100,941,301,15,1,90,27,144,1,284,31.23,9.20099,30.69,9.041895,126.58,79.23,59.9,83.47,36.250645,22.690306,17.154476,23.904577,1596,538503,66.93,138.95,145.25,182.82,143.04,25.27,5.21,41,0.13,69.391304,41.366444,39.57224,19.061316,52.06619,40.73705,7.1967654,2703,2695,2721,3249,167.37,113.64,70.11,232.3,118.83,265.74,85.39,144.1,87.3,2,112.8,104.7,47.667465,19.967533,32.365005,66.15783,33.842167,75.68137,24.318628,42.454777,25.720345,33.233162,30.846737,0,0,M0nkey M00n
EU D QUAD vs BDS G1 2023-02-10.16.07,4,5,0,2,1,1,362,False,0,414,411.48212,49.43,2327,390,1397,100,930,290,15,1,89,26,144,1,305,31.11,9.168607,30.78,9.071351,126.54,79.08,59.84,83.58,36.253727,22.656431,17.144169,23.94568,1604,538550,66.44,139.51,145.08,182.83,142.88,25.32,4.7,40,0.12,69.73913,41.3298,39.74304,18.927156,52.083862,40.70307,7.213058,2709,2698,2726,3251,167.1,114.02,69.91,231.94,119.09,265.8,85.23,141.2,84.7,2,110.4,101.9,47.602768,19.915678,32.481556,66.07413,33.925877,75.72002,24.279976,41.613865,24.962423,32.536617,30.031534,0,0,M0nkey M00n
EU Q BDS vs END G4 2023-02-05.19.19,1,1,0,0,1,1,294,False,0,463,500.82602,51.7,2779,872,2003,613,776,259,23,7,67,24,307,94,329,39.92,11.990508,40.64,12.206771,107.16,72.35,44.9,106.61,32.372665,21.856684,13.564135,32.206512,1555,502254,60.99,132.25,148.08,189.98,131.43,19.9,3.84,32,0.12,67.608696,43.384506,38.74663,17.868862,55.662014,38.507515,5.830477,3038,3041,3046,3792,128.35,124.04,88.92,181.7,159.61,252.66,88.65,103.2,105.1,,106.2,125.6,37.605114,26.052563,36.342327,53.23606,46.76394,74.02654,25.973455,30.997507,31.5682,31.898598,37.725647,4,2,M0nkey M00n
